time stamp = 3; total msg overhead = 31570
The topo table of AS 0
The number of entries = 3096; Maximal number of paths for each source-sink pair = 3
***************************************
source    next    sink    weight  BW    ASPath    ExchangeSet
(0,13)    (0,13)    (0,0)    0.86   8.74   0,    
(0,13)    (0,13)    (0,0)    1.55   6.32   0,    
(0,13)    (0,13)    (0,0)    1.65   2.38   0,    
(0,13)    (0,13)    (0,1)    1.93   2.31   0,    
(0,13)    (0,13)    (0,1)    1.93   3.12   0,    
(0,13)    (0,13)    (0,1)    2.02   3.36   0,    
(0,13)    (0,13)    (0,2)    0.52   5.24   0,    
(0,13)    (0,13)    (0,2)    0.52   1.59   0,    
(0,13)    (0,13)    (0,2)    0.61   2.38   0,    
(0,13)    (0,13)    (0,3)    0.55   4.32   0,    
(0,13)    (0,13)    (0,3)    0.6   2.6   0,    
(0,13)    (0,13)    (0,3)    0.8   2.38   0,    
(0,13)    (0,13)    (0,4)    1.73   3.11   0,    
(0,13)    (0,13)    (0,4)    1.73   3.37   0,    
(0,13)    (0,13)    (0,4)    1.77   4.96   0,    
(0,13)    (0,13)    (0,5)    1.26   5.58   0,    
(0,13)    (0,13)    (0,5)    1.52   8.35   0,    
(0,13)    (0,13)    (0,5)    1.67   1.23   0,    
(0,13)    (0,13)    (0,6)    3.85   3.11   0,    
(0,13)    (0,13)    (0,6)    3.85   3.37   0,    
(0,13)    (0,13)    (0,6)    3.89   4.96   0,    
(0,13)    (0,13)    (0,7)    2.12   3.11   0,    
(0,13)    (0,13)    (0,7)    2.12   3.37   0,    
(0,13)    (0,13)    (0,7)    2.14   2.31   0,    
(0,13)    (0,13)    (0,8)    1.15   7   0,    
(0,13)    (0,13)    (0,8)    1.27   2.26   0,    
(0,13)    (0,13)    (0,8)    1.51   1.59   0,    
(0,13)    (0,13)    (0,9)    1.67   4.82   0,    
(0,13)    (0,13)    (0,9)    1.67   2.92   0,    
(0,13)    (0,13)    (0,9)    1.85   3.81   0,    
(0,13)    (0,13)    (0,10)    3.02   4.45   0,    
(0,13)    (0,13)    (0,10)    3.03   3.11   0,    
(0,13)    (0,13)    (0,10)    3.03   3.37   0,    
(0,13)    (0,13)    (0,11)    1.74   4.96   0,    
(0,13)    (0,13)    (0,11)    1.76   3.11   0,    
(0,13)    (0,13)    (0,11)    1.76   3.37   0,    
(0,13)    (0,13)    (0,12)    0.41   2.38   0,    
(0,13)    (0,13)    (0,12)    0.72   4.89   0,    
(0,13)    (0,13)    (0,12)    0.72   1.59   0,    
(0,13)    (0,13)    (0,13)    0   1e+06   0,    
(0,13)    (0,13)    (0,14)    2.93   6.54   0,    
(0,13)    (0,13)    (0,14)    3.07   4.96   0,    
(0,13)    (0,13)    (0,14)    3.08   3.11   0,    
(0,13)    (0,13)    (0,15)    0.15   3.36   0,    
(0,13)    (0,13)    (0,15)    0.89   1.59   0,    
(0,13)    (0,13)    (0,15)    0.98   2.38   0,    
(0,13)    (0,13)    (0,16)    0.78   9.16   0,    
(0,13)    (0,13)    (0,16)    1.21   2.38   0,    
(0,13)    (0,13)    (0,16)    1.52   1.59   0,    
(0,13)    (0,13)    (0,17)    2.85   2.31   0,    
(0,13)    (0,13)    (0,17)    2.85   3.12   0,    
(0,13)    (0,13)    (0,17)    2.89   2.43   0,    
(0,13)    (0,13)    (0,18)    2   6.54   0,    
(0,13)    (0,13)    (0,18)    2.4   1.22   0,    
(0,13)    (0,13)    (0,18)    2.52   1.22   0,    
(0,13)    (0,13)    (0,19)    3.35   3.11   0,    
(0,13)    (0,13)    (0,19)    3.35   3.37   0,    
(0,13)    (0,13)    (0,19)    3.39   2.31   0,    
(0,13)    (0,13)    (0,20)    2.76   3.11   0,    
(0,13)    (0,13)    (0,20)    2.76   3.37   0,    
(0,13)    (0,13)    (0,20)    2.8   4.96   0,    
(0,13)    (0,13)    (0,21)    2.91   2.31   0,    
(0,13)    (0,13)    (0,21)    2.91   3.12   0,    
(0,13)    (0,13)    (0,21)    2.93   4.96   0,    
(0,13)    (0,13)    (0,22)    2.78   3.14   0,    
(0,13)    (0,13)    (0,22)    2.98   8.74   0,    
(0,13)    (0,13)    (0,22)    3.04   3.14   0,    
(0,13)    (0,13)    (0,23)    0.57   9.16   0,    
(0,13)    (0,13)    (0,23)    1.31   2.76   0,    
(0,13)    (0,13)    (0,23)    1.31   1.59   0,    
(0,13)    (0,13)    (0,24)    3.47   7   0,    
(0,13)    (0,13)    (0,24)    3.51   6.54   0,    
(0,13)    (0,13)    (0,24)    3.58   4.96   0,    
(0,13)    (0,13)    (0,25)    2.17   4.82   0,    
(0,13)    (0,13)    (0,25)    2.17   2.92   0,    
(0,13)    (0,13)    (0,25)    2.22   4.16   0,    
(0,13)    (0,13)    (0,26)    1.34   1.22   0,    
(0,13)    (0,13)    (0,26)    1.46   1.22   0,    
(0,13)    (0,13)    (0,26)    1.53   1.59   0,    
(0,13)    (0,13)    (0,27)    3.54   3.11   0,    
(0,13)    (0,13)    (0,27)    3.54   3.37   0,    
(0,13)    (0,13)    (0,27)    3.57   1.2   0,    
(0,13)    (0,13)    (0,28)    3.19   2.38   0,    
(0,13)    (0,13)    (0,28)    3.27   1.22   0,    
(0,13)    (0,13)    (0,28)    3.39   1.22   0,    
(0,13)    (0,13)    (0,29)    3.04   2.81   0,    
(0,13)    (0,13)    (0,29)    3.06   2.81   0,    
(0,13)    (0,13)    (0,29)    3.06   2.81   0,    
(0,25)    (0,25)    (0,0)    1.36   4.16   0,    
(0,25)    (0,25)    (0,0)    1.49   3.81   0,    
(0,25)    (0,25)    (0,0)    1.57   2.92   0,    
(0,25)    (0,25)    (0,1)    1.1   5.05   0,    
(0,25)    (0,25)    (0,1)    1.27   6.13   0,    
(0,25)    (0,25)    (0,1)    1.66   2.73   0,    
(0,25)    (0,25)    (0,2)    2.63   2.92   0,    
(0,25)    (0,25)    (0,2)    2.64   6.13   0,    
(0,25)    (0,25)    (0,2)    2.65   1.59   0,    
(0,25)    (0,25)    (0,3)    2.72   2.92   0,    
(0,25)    (0,25)    (0,3)    2.72   2.92   0,    
(0,25)    (0,25)    (0,3)    2.72   4.32   0,    
(0,25)    (0,25)    (0,4)    1.4   1.13   0,    
(0,25)    (0,25)    (0,4)    1.45   2.97   0,    
(0,25)    (0,25)    (0,4)    1.47   5.05   0,    
(0,25)    (0,25)    (0,5)    0.91   2.92   0,    
(0,25)    (0,25)    (0,5)    1.91   4.85   0,    
(0,25)    (0,25)    (0,5)    2.02   4.16   0,    
(0,25)    (0,25)    (0,6)    3.25   5.05   0,    
(0,25)    (0,25)    (0,6)    3.25   2.73   0,    
(0,25)    (0,25)    (0,6)    3.39   5.34   0,    
(0,25)    (0,25)    (0,7)    1.31   2.73   0,    
(0,25)    (0,25)    (0,7)    1.45   5.34   0,    
(0,25)    (0,25)    (0,7)    1.48   2.73   0,    
(0,25)    (0,25)    (0,8)    2.56   1.58   0,    
(0,25)    (0,25)    (0,8)    2.61   2.92   0,    
(0,25)    (0,25)    (0,8)    2.81   5.05   0,    
(0,25)    (0,25)    (0,9)    0.5   6.13   0,    
(0,25)    (0,25)    (0,9)    1.87   5.05   0,    
(0,25)    (0,25)    (0,9)    2.26   2.73   0,    
(0,25)    (0,25)    (0,10)    2.55   2.23   0,    
(0,25)    (0,25)    (0,10)    2.59   2.73   0,    
(0,25)    (0,25)    (0,10)    2.6   2.86   0,    
(0,25)    (0,25)    (0,11)    1.42   2.97   0,    
(0,25)    (0,25)    (0,11)    1.43   1.13   0,    
(0,25)    (0,25)    (0,11)    1.44   5.05   0,    
(0,25)    (0,25)    (0,12)    2.46   3.08   0,    
(0,25)    (0,25)    (0,12)    2.54   2.38   0,    
(0,25)    (0,25)    (0,12)    2.57   2.88   0,    
(0,25)    (0,25)    (0,13)    2.17   4.82   0,    
(0,25)    (0,25)    (0,13)    2.17   2.92   0,    
(0,25)    (0,25)    (0,13)    2.22   4.16   0,    
(0,25)    (0,25)    (0,14)    2.51   2.86   0,    
(0,25)    (0,25)    (0,14)    2.59   5.05   0,    
(0,25)    (0,25)    (0,14)    2.64   2.23   0,    
(0,25)    (0,25)    (0,15)    2.28   6.13   0,    
(0,25)    (0,25)    (0,15)    2.32   2.92   0,    
(0,25)    (0,25)    (0,15)    2.32   3.36   0,    
(0,25)    (0,25)    (0,16)    1.77   2.88   0,    
(0,25)    (0,25)    (0,16)    1.8   1.23   0,    
(0,25)    (0,25)    (0,16)    2.25   2.31   0,    
(0,25)    (0,25)    (0,17)    1.72   2.43   0,    
(0,25)    (0,25)    (0,17)    2.02   5.05   0,    
(0,25)    (0,25)    (0,17)    2.12   2.73   0,    
(0,25)    (0,25)    (0,18)    2.3   1.99   0,    
(0,25)    (0,25)    (0,18)    2.3   2.97   0,    
(0,25)    (0,25)    (0,18)    2.31   1.13   0,    
(0,25)    (0,25)    (0,19)    2.45   3.63   0,    
(0,25)    (0,25)    (0,19)    2.5   2.43   0,    
(0,25)    (0,25)    (0,19)    2.56   4.86   0,    
(0,25)    (0,25)    (0,20)    2.43   1.13   0,    
(0,25)    (0,25)    (0,20)    2.48   2.97   0,    
(0,25)    (0,25)    (0,20)    2.5   5.05   0,    
(0,25)    (0,25)    (0,21)    2.01   2.43   0,    
(0,25)    (0,25)    (0,21)    2.08   3.23   0,    
(0,25)    (0,25)    (0,21)    2.25   3.23   0,    
(0,25)    (0,25)    (0,22)    2.2   2.43   0,    
(0,25)    (0,25)    (0,22)    2.27   5.05   0,    
(0,25)    (0,25)    (0,22)    2.43   2.92   0,    
(0,25)    (0,25)    (0,23)    1.98   2.88   0,    
(0,25)    (0,25)    (0,23)    2.01   1.23   0,    
(0,25)    (0,25)    (0,23)    2.34   4.16   0,    
(0,25)    (0,25)    (0,24)    3.09   2.86   0,    
(0,25)    (0,25)    (0,24)    3.14   2.23   0,    
(0,25)    (0,25)    (0,24)    3.17   5.05   0,    
(0,25)    (0,25)    (0,25)    0   1e+06   0,    
(0,25)    (0,25)    (0,26)    2.63   1.13   0,    
(0,25)    (0,25)    (0,26)    2.68   2.97   0,    
(0,25)    (0,25)    (0,26)    2.7   5.05   0,    
(0,25)    (0,25)    (0,27)    2.85   2.36   0,    
(0,25)    (0,25)    (0,27)    3.02   2.36   0,    
(0,25)    (0,25)    (0,27)    3.03   3.63   0,    
(0,25)    (0,25)    (0,28)    3.48   1.43   0,    
(0,25)    (0,25)    (0,28)    3.49   1.13   0,    
(0,25)    (0,25)    (0,28)    3.5   1.43   0,    
(0,25)    (0,25)    (0,29)    2.46   5.05   0,    
(0,25)    (0,25)    (0,29)    2.46   2.73   0,    
(0,25)    (0,25)    (0,29)    2.6   5.34   0,    
(0,24)    (0,24)    (0,0)    3.34   6.16   0,    
(0,24)    (0,24)    (0,0)    3.35   3.11   0,    
(0,24)    (0,24)    (0,0)    3.41   5.86   0,    
(0,24)    (0,24)    (0,1)    2.04   2.23   0,    
(0,24)    (0,24)    (0,1)    2.07   6.84   0,    
(0,24)    (0,24)    (0,1)    2.08   2.73   0,    
(0,24)    (0,24)    (0,2)    3.31   2.54   0,    
(0,24)    (0,24)    (0,2)    3.38   2.26   0,    
(0,24)    (0,24)    (0,2)    3.5   3.11   0,    
(0,24)    (0,24)    (0,3)    3.53   4.35   0,    
(0,24)    (0,24)    (0,3)    3.57   2.26   0,    
(0,24)    (0,24)    (0,3)    3.68   3.11   0,    
(0,24)    (0,24)    (0,4)    1.87   6.16   0,    
(0,24)    (0,24)    (0,4)    1.89   3.11   0,    
(0,24)    (0,24)    (0,4)    1.93   6.84   0,    
(0,24)    (0,24)    (0,5)    2.78   4.8   0,    
(0,24)    (0,24)    (0,5)    2.78   5.82   0,    
(0,24)    (0,24)    (0,5)    2.8   3.11   0,    
(0,24)    (0,24)    (0,6)    0.96   7.12   0,    
(0,24)    (0,24)    (0,6)    1.61   3.11   0,    
(0,24)    (0,24)    (0,6)    1.69   4.45   0,    
(0,24)    (0,24)    (0,7)    1.87   3.11   0,    
(0,24)    (0,24)    (0,7)    1.95   4.45   0,    
(0,24)    (0,24)    (0,7)    2.25   2.23   0,    
(0,24)    (0,24)    (0,8)    2.32   9.12   0,    
(0,24)    (0,24)    (0,8)    2.68   1.22   0,    
(0,24)    (0,24)    (0,8)    2.76   1.22   0,    
(0,24)    (0,24)    (0,9)    2.81   2.23   0,    
(0,24)    (0,24)    (0,9)    2.82   3.11   0,    
(0,24)    (0,24)    (0,9)    2.84   6.84   0,    
(0,24)    (0,24)    (0,10)    0.59   3.11   0,    
(0,24)    (0,24)    (0,10)    0.67   4.45   0,    
(0,24)    (0,24)    (0,10)    1.78   3.35   0,    
(0,24)    (0,24)    (0,11)    1.84   6.16   0,    
(0,24)    (0,24)    (0,11)    1.91   5.86   0,    
(0,24)    (0,24)    (0,11)    1.92   3.11   0,    
(0,24)    (0,24)    (0,12)    3.18   2.26   0,    
(0,24)    (0,24)    (0,12)    3.51   2.54   0,    
(0,24)    (0,24)    (0,12)    3.54   1.22   0,    
(0,24)    (0,24)    (0,13)    3.47   7   0,    
(0,24)    (0,24)    (0,13)    3.51   6.54   0,    
(0,24)    (0,24)    (0,13)    3.58   4.96   0,    
(0,24)    (0,24)    (0,14)    0.58   6.84   0,    
(0,24)    (0,24)    (0,14)    0.68   3.11   0,    
(0,24)    (0,24)    (0,14)    1.79   3.11   0,    
(0,24)    (0,24)    (0,15)    3.44   2.26   0,    
(0,24)    (0,24)    (0,15)    3.62   3.36   0,    
(0,24)    (0,24)    (0,15)    3.66   3.36   0,    
(0,24)    (0,24)    (0,16)    2.82   3.37   0,    
(0,24)    (0,24)    (0,16)    2.84   3.11   0,    
(0,24)    (0,24)    (0,16)    2.88   3.37   0,    
(0,24)    (0,24)    (0,17)    2.21   3.79   0,    
(0,24)    (0,24)    (0,17)    2.26   3.35   0,    
(0,24)    (0,24)    (0,17)    2.29   3.11   0,    
(0,24)    (0,24)    (0,18)    1.51   6.84   0,    
(0,24)    (0,24)    (0,18)    1.61   3.11   0,    
(0,24)    (0,24)    (0,18)    2.25   3.35   0,    
(0,24)    (0,24)    (0,19)    2.02   3.35   0,    
(0,24)    (0,24)    (0,19)    2.05   3.11   0,    
(0,24)    (0,24)    (0,19)    2.12   3.11   0,    
(0,24)    (0,24)    (0,20)    1.17   3.35   0,    
(0,24)    (0,24)    (0,20)    1.2   3.11   0,    
(0,24)    (0,24)    (0,20)    1.27   3.11   0,    
(0,24)    (0,24)    (0,21)    1.97   3.35   0,    
(0,24)    (0,24)    (0,21)    2   3.11   0,    
(0,24)    (0,24)    (0,21)    2.07   3.11   0,    
(0,24)    (0,24)    (0,22)    2.69   3.79   0,    
(0,24)    (0,24)    (0,22)    2.74   3.35   0,    
(0,24)    (0,24)    (0,22)    2.77   3.11   0,    
(0,24)    (0,24)    (0,23)    3.01   4.96   0,    
(0,24)    (0,24)    (0,23)    3.03   3.11   0,    
(0,24)    (0,24)    (0,23)    3.03   3.37   0,    
(0,24)    (0,24)    (0,24)    0   1e+06   0,    
(0,24)    (0,24)    (0,25)    3.09   2.86   0,    
(0,24)    (0,24)    (0,25)    3.14   2.23   0,    
(0,24)    (0,24)    (0,25)    3.17   5.05   0,    
(0,24)    (0,24)    (0,26)    2.49   3.11   0,    
(0,24)    (0,24)    (0,26)    2.51   1.22   0,    
(0,24)    (0,24)    (0,26)    2.57   4.45   0,    
(0,24)    (0,24)    (0,27)    1.59   6.84   0,    
(0,24)    (0,24)    (0,27)    1.69   3.11   0,    
(0,24)    (0,24)    (0,27)    1.72   1.04   0,    
(0,24)    (0,24)    (0,28)    1.79   3.11   0,    
(0,24)    (0,24)    (0,28)    1.87   4.45   0,    
(0,24)    (0,24)    (0,28)    2.96   3.35   0,    
(0,24)    (0,24)    (0,29)    1.1   3.11   0,    
(0,24)    (0,24)    (0,29)    1.18   4.09   0,    
(0,24)    (0,24)    (0,29)    2.21   1.04   0,    
(0,4)    (0,4)    (0,0)    1.53   7.14   0,    
(0,4)    (0,4)    (0,0)    1.57   5.82   0,    
(0,4)    (0,4)    (0,0)    1.63   4.8   0,    
(0,4)    (0,4)    (0,1)    0.37   6.02   0,    
(0,4)    (0,4)    (0,1)    0.6   2.73   0,    
(0,4)    (0,4)    (0,1)    1.72   4.85   0,    
(0,4)    (0,4)    (0,2)    1.95   3.37   0,    
(0,4)    (0,4)    (0,2)    1.95   3.37   0,    
(0,4)    (0,4)    (0,2)    1.95   2.76   0,    
(0,4)    (0,4)    (0,3)    2.12   2.95   0,    
(0,4)    (0,4)    (0,3)    2.12   3.12   0,    
(0,4)    (0,4)    (0,3)    2.12   3.11   0,    
(0,4)    (0,4)    (0,4)    0   1e+06   0,    
(0,4)    (0,4)    (0,5)    0.91   5.82   0,    
(0,4)    (0,4)    (0,5)    0.97   4.8   0,    
(0,4)    (0,4)    (0,5)    1.18   4.85   0,    
(0,4)    (0,4)    (0,6)    2.12   8.55   0,    
(0,4)    (0,4)    (0,6)    2.32   6.46   0,    
(0,4)    (0,4)    (0,6)    2.33   6.47   0,    
(0,4)    (0,4)    (0,7)    0.39   6.47   0,    
(0,4)    (0,4)    (0,7)    0.58   2.73   0,    
(0,4)    (0,4)    (0,7)    1.93   2.73   0,    
(0,4)    (0,4)    (0,8)    1.42   5.29   0,    
(0,4)    (0,4)    (0,8)    1.42   1.22   0,    
(0,4)    (0,4)    (0,8)    1.44   2.6   0,    
(0,4)    (0,4)    (0,9)    1.05   7.14   0,    
(0,4)    (0,4)    (0,9)    1.14   6.02   0,    
(0,4)    (0,4)    (0,9)    1.32   2.92   0,    
(0,4)    (0,4)    (0,10)    1.3   7.57   0,    
(0,4)    (0,4)    (0,10)    1.44   4.45   0,    
(0,4)    (0,4)    (0,10)    1.45   4.45   0,    
(0,4)    (0,4)    (0,11)    0.03   7.14   0,    
(0,4)    (0,4)    (0,11)    0.94   2.73   0,    
(0,4)    (0,4)    (0,11)    1.85   4.8   0,    
(0,4)    (0,4)    (0,12)    1.75   3.37   0,    
(0,4)    (0,4)    (0,12)    2.14   2.38   0,    
(0,4)    (0,4)    (0,12)    2.14   2.38   0,    
(0,4)    (0,4)    (0,13)    1.73   3.11   0,    
(0,4)    (0,4)    (0,13)    1.73   3.37   0,    
(0,4)    (0,4)    (0,13)    1.77   4.96   0,    
(0,4)    (0,4)    (0,14)    1.35   9.66   0,    
(0,4)    (0,4)    (0,14)    1.36   5.86   0,    
(0,4)    (0,4)    (0,14)    1.39   4.45   0,    
(0,4)    (0,4)    (0,15)    1.88   3.11   0,    
(0,4)    (0,4)    (0,15)    1.88   3.36   0,    
(0,4)    (0,4)    (0,15)    1.92   3.36   0,    
(0,4)    (0,4)    (0,16)    0.95   3.37   0,    
(0,4)    (0,4)    (0,16)    1.37   3.11   0,    
(0,4)    (0,4)    (0,16)    1.41   4.96   0,    
(0,4)    (0,4)    (0,17)    1.2   7.51   0,    
(0,4)    (0,4)    (0,17)    1.2   5.31   0,    
(0,4)    (0,4)    (0,17)    1.29   5.35   0,    
(0,4)    (0,4)    (0,18)    0.91   3.05   0,    
(0,4)    (0,4)    (0,18)    1.52   6.3   0,    
(0,4)    (0,4)    (0,18)    1.57   1.99   0,    
(0,4)    (0,4)    (0,19)    1.62   8.95   0,    
(0,4)    (0,4)    (0,19)    1.83   4.86   0,    
(0,4)    (0,4)    (0,19)    1.88   8.45   0,    
(0,4)    (0,4)    (0,20)    1.03   8.45   0,    
(0,4)    (0,4)    (0,20)    1.91   4.42   0,    
(0,4)    (0,4)    (0,20)    1.94   3.35   0,    
(0,4)    (0,4)    (0,21)    1.22   6.26   0,    
(0,4)    (0,4)    (0,21)    1.35   3.23   0,    
(0,4)    (0,4)    (0,21)    1.49   7.51   0,    
(0,4)    (0,4)    (0,22)    1.52   5.45   0,    
(0,4)    (0,4)    (0,22)    1.54   6.02   0,    
(0,4)    (0,4)    (0,22)    1.68   7.36   0,    
(0,4)    (0,4)    (0,23)    1.16   3.11   0,    
